course_id,title,description,credits,geneds
CMSC838E,Advanced Topics in Programming Languages; Compiler Construction,,3,
CMSC848G,Selected Topics in Information Processing; Selected Topics in Machine Learning,,3,
CMSC848M,Selected Topics in Information Processing; Multimodal Computer Vision,"The future of Artificial Intelligence demands a paradigm shift towards multimodal perception, enabling systems to interpret and fuse information from diverse sensory inputs. While we humans perceive the world by looking, listening, touching, smelling, and tasting, tradit form of machine intelligence has primarily focused on a single sensory modality, often vision. To truly understand the world around us, AI must learn to jointly interpret multimodal signals. This graduate-level seminar course explores computer vision from a multimodal perspective, focusing on learning algorithms that augment vision with other essentiamodalities, such as audio, touch, language, and more. The majority of the course will consist of student presentations, experiments, and paper discussions, and we will delve into the latest research and advancements in multimodal perception.",3,
CMSC848Q,Selected Topics in Information Processing,,3,
CMSC848T,Selected Topics in Information Processing,,3,
CMSC848U,Selected Topics in Information Processing,,3,
CMSC858G,Advanced Topics in Theory of Computing,,3,
CMSC858Y,Advanced Topics in Theory of Computing,,3,
CMSC898,Pre-Candidacy Research,,1,
CMSC899,Doctoral Dissertation Research,,6,
COMM107,Oral Communication: Principles and Practices,"A study of and practice in oral communication, including principles of interviewing, group discussion, listening, informative briefings, and persuasive speeches.",3,FSOC
COMM107A,Oral Communication: Principles and Practices,"A study of and practice in oral communication, including principles of interviewing, group discussion, listening, informative briefings, and persuasive speeches.",3,FSOC
COMM107B,Oral Communication: Principles and Practices,"A study of and practice in oral communication, including principles of interviewing, group discussion, listening, informative briefings, and persuasive speeches.",3,FSOC
COMM107C,Oral Communication: Principles and Practices,"A study of and practice in oral communication, including principles of interviewing, group discussion, listening, informative briefings, and persuasive speeches.",3,FSOC
COMM130,Professional Communication and Writing,Designed to enhance the clarity and grace of students' writing. Students will acquire knowledge of writing based on principles of style and grammar as well as argument and organizational structure across a diversity of professional writing contexts. Students will also engage in peer review of one another's writing.,1,
COMM200,Critical Thinking and Speaking,"Theory and practice of persuasive discourse analysis and composition. Research techniques, logical and rhetorical conceptions of argument, and technical principles for persuading in public venues.",3,FSOC
COMM201,Introduction to Public Relations,Basic concepts and principles of public relations. Roles in organizations and society; history; skills and practices of public relations; theories and models of effective and ethical public relations.,3,
COMM230,Argumentation and Debate,"A study of the fundamental principles of reasoning, analysis, and evidence preparation of debate briefs and presentation of standard academic debate.",3,
COMM250,Introduction to Communication Inquiry,"An introduction to the field of communication. Definitions, models, and contexts of communication; rhetorical theory and rhetorical criticism of discourse.",3,
COMM288,Communication Internship,,1,
COMM301,Rhetorical Theories,"Explores the idea of rhetoric, from antiquity to digitality. Rhetoric, as an art of moving bodies, is central to democratic self-governance: only through persuading each other can we develop a shared vision of a just and desirable future. This course tracks the genesis of rhetorical theory in the ancient world, 20th-century struggles against fascist rhetoric, and contemporary extensions of rhetoric in digital media ecologies.",3,
COMM302,Communication Science Theories,"This class introduces students to the principles of theory construction and offers a critical overview of how communication theories can be applied to solving problems in diverse social contexts, including interpersonal, intercultural, organizational, health, and/or political issues. The ultimate goal of this course is to put students in an intellectual position to understand theories more logically and critically and use them appropriately and effectively in conducting academic research and addressing social issues.",3,
COMM303,Media Theory,"Provides students with an introduction to media theory from multiple perspectives. We will begin by understanding how the history of mediated communication has been connected to ideology and lived experiences. Through readings, discussions, and activities, you will understand how technical, historical, economic social, and political forces have helped shape media content and the media themselves. You should also become familiar with the debate over how much influence the media have over their audiences, and what types of influences are present. The course will introduce issues relevant to consideration of media and historically underrepresented and marginalized groups, as well as individual and societal functions of the media.",3,
COMM304,Communication Research Literacy,"Explores the different research traditions in the Communication discipline. This ""literacy"" course will develop students' ability to locate and fully comprehend Communication research and to understand how that research is conducted, reported, analyzed, and critiqued in Communication literature.",3,
COMM305,Qualitative Communication Research Methods,"Introduces undergraduate students to the methods used in qualitative communication research. Topics covered in class include ethics, field research, reflexivity, data collection, and data analysis. Over the course of the semester, students will develop a research prospectus, engage in field research (interviews and observations), analyze qualitative data, and write/present their research.",3,
COMM306,Rhetorical Methods in Communication,"Equips students with skills for conducting research using rhetorical-critical methods.  Such methods are crucial for scholars studying all kinds of public rhetoric: speeches, popular culture, photojournalism, digital media, public monuments, laws, and more.  They are also instrumental for citizens engaging with elected officials, other citizens, and democratic institutions, as well as professionals who seek to create and understand persuasive discourse.  This course will equip you with critical interpretive skills important to your work as a scholar, citizen, and professional.",3,
COMM307,Quantitative Methods in Communication,"Designed to introduce students to the basics of quantitative communication research methods. As such, it covers the basic principles of scientific inquiry, the process for generating research questions and hypotheses, the concept of variables, sampling methods, research designs, basics of data analyses, as well as ethics in scientific research. This course prepares students to become informed consumers of quantitative communication research.",3,
COMM311,Peer Consulting in Oral Communication,Provides training in the principles and practice of peer consulting in the context of the Oral Communication Center in the Department of Communication. Students will apply and integrate the knowledge and skills acquired in their fundamental studies oral communications course with new training to help their peers become outstanding listeners and speakers. Students will also engage in a group research project designed to extend knowledge in peer consulting best practices.,3,
COMM312,Peer Mentoring in Oral Communication,"Provides training in the principles and practices of peer mentoring in the context of the Oral Communication Center in the Department of Communication. As peer mentors, students will apply and integrate the knowledge and skills acquired in COMM311 to help train and develop new peer consultants. Specifically, peer mentors will utilize communicative best practices, focusing on: the establishment of shared goals; performance reviews; project management and evaluation; and negotiating the mentor/mentee relationship.",3,
COMM320,Strategic Communication,"Presents a system of strategies that underlie communication. It is a practice-based framework with definitions, conditions, risks, and rewards that inform the moves and motives of influence professionals. Using case studies, interactive discussions, industry insights, and practical exercises, students will develop the critical thinking, analytical, and ethical decision-making skills necessary to succeed in today's complex communication landscape.",3,
COMM324,Communication and Gender,"Explores how communication shapes constructions of gender, sex, sexuality and other identity markers. Topics include issues of oppression, identity, and power and social, political, and economic situations and examines how these issues impact our daily lives.",3,DSHU|DVUP
COMM330,Argumentation and Public Policy,Contemporary theories of argumentation with special emphasis on methods of formulating and critiquing public policy argument.,3,
COMM331,News Writing and Reporting for Public Relations,Writing and researching news and information media for public relations; laboratory in news-gathering tools and writing techniques for public relations.,3,
COMM340,Communicating the Narrative,"The role of narratives in communicating messages and development of strategies to effectively communicate the narrative form through storytelling, oral reading, and anecdotes.",3,
COMM341,Environmental Communication,"Explores the theory and practice of talking about the environment. Students will explore how environmental discourses construct and challenge our identities and relationships with other beings as part of multiple complex and interconnected systems. Topics covered include historical and contemporary rhetorics of environmentalism, scholarly thought on discourses of nature and culture, and efforts to relocate the ""center"" of environmental communication by privileging the perspectives and strategies of marginalized knowledges, practices, and voices.",3,
COMM351,Public Relations Techniques,"The techniques of public relations, including news releases, publications and printed materials, audio-visual techniques, speeches and special events. Application of these techniques in laboratory and field projects.",3,
COMM353,New Media Writing for Public Relations,Students learn the uses and influence of new media on public relations practice and expand their ability to write using new and traditional media platforms and tools,3,
COMM360,The Rhetoric of Black America,An historical-critical survey of the rhetoric of Black Americans from the colonial period to the present.,3,
COMM363,"Developing Digital Media: Blogs, Magazines, and their Audiences","Develop journalistic and digital media production skills while examining how communication theory and periodical methodology combine to create information-sharing communities among targeted audiences. Develop skills for positions in magazine publishing, organizational communication, journalism, marketing, public relations, social media, and advertising.",3,
COMM364,"Communication, Sport, and Media","Communication and culture are central to sport and sports media. From youth athletics to the professional level, sport is a multi-billion dollar industry. Indeed, sport is deeply embedded within American culture. In this course, we examine the connections amongst communication, culture, sport, and media. Specifically, we examine how communication, culture, sport, and media shape our understanding of cultural identities such as gender, race and ethnicity, sexual orientation, (dis)ability, and/or nationality, as well as issues of commodification, gaming, and more.",3,
COMM365,Social Media & Digital Culture,"An examination of the relationship between social media, communication, culture, economics, and politics. Emphasizes critical analysis of social media texts, platforms, and technologies. Engages contemporary theories of digital media alongside practical lessons on social media production.",3,
COMM370,Mediated Communication,"Analysis and critique of structure, performance, content, effects, and future of mediated communication.",3,
COMM374,Communicating Visually: Message Production and Digital Media,"Focus on the interplay between technology, images and sound in the creation of digital content. This is a communication process by which a digital visual message evolves from conception to completion, incorporating the creative, financial and marketing tools. Students will conceive, plan, recruit and supervise digital video projects, developing a familiarity with production management technique and execution.",3,
COMM375,Documentary Theory and Practice,A historical and theoretical introduction to documentary films and videos. Students will explore the power of documentaries to address socially significant issues.,3,
COMM376,Communication through Advocacy Short Film,Explores the theory and practice of contemporary communication and advocacy short form video.,3,
COMM382,Essentials of Intercultural Communication,Introduction of major theories and concepts of intercultural communication; examination of processes that make up cultural differences; and use of intercultural communication competence skills.,3,DVCC
COMM385,Influence,"Explores contemporary theories of influence and their implications for communication practice. Topics include power and influence, logical theory, rhetorical theory, persuasion theory, framing theory, social influence theory, and propagation of influence in mediated social networks.",3,DSSP|SCIS
COMM386,Experiential Learning,Supervised internship experience with communication professionals. Relation of academic training to professional experience.,3,DSSP
COMM388,Communication Practicum,,1,
COMM390,Health Communication,"Designed to introduce students to the academic and practical fields of health communication. It blends theoretical concepts and practical concerns that impact upon health communication processes. To be specific, this course extensively covers influential theories and models of behavior change as well as cutting-edge research on health communication interventions or campaigns, exposing students to authoritative work done in both areas. Students in this class will also learn about the process of planning a comprehensive health communication campaign and have the opportunity to work in groups to develop their own campaign plans addressing an urgent health problem.",3,
COMM398J,Selected Topics in Communication; Communication and Advanced Digital Imaging,,3,
COMM398L,Selected Topics in Communication; Latina/o/x Communication Studies,"This course explores relationships among culture, identity, and communication in Latin/e America. Specifically, it examines how communication scholars have studied the rhetorical, performative, and mediated dimensions of Latinidad, mestizaje, and citizenship vis- -vis intersecting colonial systems of race, class, gender, and sexuality. Special attention will be given to both the ways in which discourses of coloniality shape contemporary issues affecting identity, culture, and communication in Latin/x America, as well as to the critical efforts to decolonize intellectual and cultural practices in our communities.",3,
COMM398P,Selected Topics in Communication; Communication & Advanced Strategic Message Design,,3,
COMM399,Honors Thesis,,3,
COMM425,Negotiation and Conflict Management,Role of communication in shaping negotiation and conflict processes and outcomes.,3,
COMM426,Conflict Management,Role of communication in managing conflict processes.,3,
COMM427,Crisis Communication,"Explores theories and research related to communication before, during, and after a crisis. Students examine the fundamentals of organizational communication, crisis management, and strategic and crisis communication planning before examining case studies of a number of real-life crises: organizational crises, natural disasters, accidents, terrorism incidents, health crises, and major crises of credibility.",3,
COMM449A,Special Topics in Digital Communication; AI in the Digital Age,"Step into the future where humans and machines converge! This course takes you on an exciting journey to explore how artificial intelligence (AI) reshapes the way we connect, communicate, and collaborate. From chatbots that mimic human conversations to algorithms that decide what news you see, we'll analyze the fascinating relationship between AI and human communication. Learn how AI is rewriting the rules of media, influencing interpersonal interactions, and redefining cultural and societal norms. Immerse yourself in AI-driven communication and gain skills you can apply immediately!",3,
COMM449B,Special Topics in Digital Communication; Social Media,"Restrictions:  COMM majors only. Are you eager to master the art of social media? Do you want to learn how to craft impactful narratives in our digitally connected world? Thiscomprehensive course dives into the dynamic realm of digital communication, with a special emphasis on social media. A dominant forcein modern society, social media has transformed personal, corporate, and global communication. The course explores its evolution, far-reaching impact, and emerging trends. Students will engage with practical applications and ethical considerations, learning how to develop compelling narratives, effectively engage users, and strategically convey messages. Social media's influence spans all sectors, from world leaders to businesses and individuals. By the end ofthis course, students will be equipped to create meaningful content and master the ever-evolving social media landscape.",3,
COMM449E,"Special Topics in Digital Communication; Communication, Sport, and Media",,3,
COMM449F,Special Topics in Digital Communication; Media Campaigns and Message Design,"In this project-based course, students will learn about media campaigns by topics and design campaigns using different media platforms.",3,
COMM449H,Special Topics in Digital Communication; Digital Placemaking,"Restrictions: This course is restricted to Departmental Honors students. This course explores how place and identity is communicated through digital and social media. Using a combination of theory and novel technologies we will examine a range of materials -- including social media posts, popular culture, archives and our own media practices to understand how place (and belonging to that place) is constructed on global and local scales.",3,
COMM449K,Special Topics in Digital Communication; Cybersecurity and Digital Communication,,3,
COMM449L,Special Topics in Digital Communication; Media Literacy,"This course will teach you how to critically evaluate media, create effective visual communication by identifying key elements of a visual message, and apply relevant theory as it relates to visual message design.",3,
COMM449Z,Special Topics in Digital Communication; Digital Message Design for User-Friendly Application,,3,
COMM458C,Seminar in Political Communication; Political Campaigns,"This class provides a forum for analyzing and understanding the complex landscape of political communication. This practice-focused course explores the interconnected relationships among politics, media, and the public, examining the ideologies, symbols, and communication strategies that influence political discourse. It covers aspects of modern political campaigns, including issue development and framing, candidate and party messaging, and the media's role in shaping public perception. Through case studies, interactive discussions, expert insights, and practical exercises, students will build critical thinking, analytical, and ethical decision-making skills to deconstruct political messages across both traditional and digital media",3,
COMM458M,"Seminar in Political Communication; Rhetoric, Memory, and Culture","What stories do we tell about the past? This course will explore the rhetoric and politics of public memory in media, museums, monuments, andother commemorative spaces.",3,
COMM468C,Seminar in Mediated Communication; Content Creators and the Public Good,"In this course students consider the relationship between content creation and news, advertising, entertainment media and civic culture through practice. They will create digital content including scripted shorts, infographics, data visualizations, multi-person debates, and more. The class bridges history, theory and practice for students across areas to understand and critique the place of content creation in a 21st century democratic society.",3,
COMM468G,Seminar in Mediated Communication; Communicating in a Global Society,"Restrictions:  COMM majors only. Are you eager to explore the world without leaving your classroom? Interested in mastering communication across diverse cultural landscapes? This dynamic course is your gateway to understanding and excelling in communication within varied cultural contexts, equipping you with essential skills for today's globalized environment. Whether you plan to work abroad or in cross-cultural settings within the U.S., this course prepares you to craft compelling narratives that resonate across cultures. By the end, you'll gain a profound understanding of global communication and practical skills to thrive in real-world scenarios, making you an invaluable asset in any global setting.",3,
COMM476,"Language, Communication, and Action","Communication as symbolic action through the study of communication ethics. Emerging ethical principles and decision-making in public discourse, interpersonal communication, organizational communication, public relations, health communication, and crisis communication.",3,
COMM483,Senior Seminar in Public Relations,"Integration of theory, techniques and research methods into the planning and execution of public relations campaigns for specific organizations. Analysis of research on the case studies of public relations.",3,
COMM488I,Communication Portfolio Project; Strategic Interviewing,"This course introduces students to advanced techniques in interviewing for job opportunities and career progression. This online course focuses on the dynamics of the interview process, the communication theories and best practices behind influence and persuasion, and the communication aptitudes and skills that distinguish top candidates.",1,
COMM489,Topical Research,,1,
COMM498L,Seminar; Writing for Film and Digital Media,,3,
COMM602,Communication Theory,"Fundamental concepts, approaches, and problems in communication theory.",3,
COMM633,Global Public Relations,"Application of principles of public relations to countries or regions with different cultures, political systems, economic systems, levels of development, media systems, and levels of activism.",3,
COMM652,Contemporary Rhetorical Theory,"A study of twentieth century theories of rhetoric. Special attention will be devoted to Richard Weaver, Kenneth Burke, Lloyd Bitzer, Ernest Bormann, Walter Fisher, and the continental theorists of communication such as Chaim Perelman and Jurgen Habermas.",3,
COMM661,Communication and Social Change,"Place of rhetoric as the union of the moral and historical in moments of social definition. Reviews theories of discourse in social change including political change, social movements, consciousness change, and more global change. Application to contemporary change.",3,
COMM688,Communication Field Experience,,1,
COMM698,Special Problems in Communication,,1,
COMM698C,Special Problems in Communication; Risk and Crisis Communication,,1,
COMM701,Quantitative Methods in Communication Research,"Logic and methods of quantitative data collection and statistical analysis as applied to communication studies. Research strategies for communications: experimentation, survey research, field research, and content analysis.",3,
COMM738C,Seminar in Mediated Communication; Introduction to Cultural Studies: Mediated Identities in Global Context,,3,
COMM738G,"Seminar in Mediated Communication; Race, Media, and Popular Culture","This course examines mediated identities through the lenses of media and popular culture. Students will critically analyze media representations and cultural production, and will consider the impacts on audiences, content creation, and the media industry.",3,
COMM760,Seminar in Political Communication,A blend of theory and practice to integrate rhetorical-critical theory and empirical methods with politics. Practitioners in political communication will be drawn in as resource persons. Students will map the communication strategy for candidates and analyze actual campaign strategies.,3,
COMM775,Seminar in Persuasion and Attitude Change,This seminar will concentrate on the problem of making message strategy decisions. Course content will consist of study of both theoretical and empirical research on attitude and attitude change in persuasive communication.,3,
COMM789G,Seminar: Special Topics in Intercultural Communication; Intergroup Communication,,3,
COMM798,Independent Study,,1,
COMM799,Master's Thesis Research,,1,
COMM888,Doctoral Practicum in Communication,,3,
COMM889,Doctoral Tutorial in Communication,,3,
COMM898,Pre-Candidacy Research,,1,
COMM899,Doctoral Dissertation Research,,6,
CPBE101,"College Park Scholars: Business, Society and Entrepreneurship First-Year Colloquium II","The course is the second of three colloquia for the BSE Scholars program scheduled for their second semester (Spring). This colloquium is designed to emphasize the entrepreneurial focus of the BSE program by giving students the opportunity for practical, real-life and personal exposure to entrepreneurial activities.",1,
CPBE230,"College Park Scholars: Business, Society & Entrepreneurship Internship Practicum","Supervised internship project in an area related to business, society and entrepreneurship.",1,
CPBE240,"College Park Scholars: Business, Society & Entrepreneurship Service-Learning Practicum","Supervised Service-Learning project in an area related to business, society and entrepreneurship.",1,
CPBE250,"College Park Scholars: Business, Society & Entrepreneurship Research Practicum","Supervised research project in an area related to business, society and entrepreneurship.",1,
CPCV101,College Park Scholars: Civic Engagement for Social Good First-Year Colloquium II,"Examination of domestic societal issues and their national, regional, and local dimensions from political, economic, and policy perspectives. Students will work with local direct service non-profit organizations.",1,
CPCV230,College Park Scholars: Civic Engagement for Social Good Internship Practicum,"As the culmination of the CESG experience, students gain hands-on experience in an area related to civic engagement through internships in non-profit organizations, political engagement, community outreach, or research labs. The internship gives students authentic experiences that help them develop hard and soft skills to support their community engagement efforts and their work toward social good.",3,DSSP
CPDJ101,College Park Scholars: Data Justice: First-Year Colloquium II,"Colloquium II is an academic course that builds upon the foundation of Scholars learning in Colloquium I. Students will continue to discuss, propose, critique, simulate, and practice. Students will be asked to apply critical thinking and ethical frameworks to Data Justice topics, issues, and principles through reading, discussion, and group projects.",1,
CPET101,"College Park Scholars: Environment, Technology & Economy First-Year Colloquium II","Introductory colloquium II: Continued examination of issues related to the convergence of the environment, technology and the economy. Group projects in sustainable development.",3,DSSP|DVUP
CPET230,"College Park Scholars: Environment, Technology & Economy Internship Practicum","Supervised internship project in an area related to the environment, technology and the economy.",1,
CPET240,"College Park Scholars: Environment, Technology & Economy Service-Learning Practicum","Supervised Service-Learning project in an area related to the environment, technology and the economy.",1,
CPET250,"College Park Scholars: Environment, Technology & Economy Research Practicum","Supervised research project in an area related to the environment, technology and the economy.",1,
CPGH101,College Park Scholars: Global Public Health First-Year Colloquium II,"Using case studies, students will examine necessary components to design successful public health interventions.",1,
CPGH230,College Park Scholars: Global Public Health - Internship Practicum,Supervised internship project in an interest area related to global public health.,1,
CPGH240,College Park Scholars: Global Public Health Service-Learning Practicum,Supervised Service-Learning project in an interest area related to global public health.,1,
CPGH250,College Park Scholars: Global Public Health Research Practicum,Supervised research project in an interest area related to global public health.,1,
CPGH270,College Park Scholars: Global Public Health Education Abroad Practicum,Education abroad experience in an interest area related to global public health.,1,
CPJT101,Colloquium in Justice and Legal Thought,An exploration of contemporary issues related to justice and legal thought.,1,
CPJT230,Capstone for Justice and Legal Thought: Internship,"The capstone of the four-semester College Park Scholars Justice and Legal thought  citation program is an exploration of justice and law within a rigorous academic and experiential framework. Students must develop and perform practicum internships in professional law related settings. In all settings, students must interact directly with legal professionals in law related fields and through law-related institutions under the supervision of legal professionals and program staff.  In conjunction with the experiential component, students will synthesize their experience within the learning outcomes of the Justice and Legal Thought Program through an innovative final project culminating in a poster presentation.",2,DSSP
CPJT240,Capstone for Justice and Legal Thought: Service-Learning,"The capstone of the four-semester College Park Scholars Justice and Legal Thought  citation program is an exploration of justice and law within a rigorous academic and experiential framework. Students must develop and perform practicum volunteer experiences in professional law related settings. In all settings, students must interact directly with legal professionals in law related fields and through law-related institutions under the supervision of legal professionals and program staff.  In conjunctions with the experiential component, students will synthesize their experience within the learning outcomes of the Justice and Legal Thought program through an innovative final project culminating in a poster presentation.",2,DSSP
CPJT250,Capstone for Justice and Legal Thought: Research,The capstone of the four-semester College Park Scholars Justice and Legal Thought  citation program is an exploration of justice and law within a rigorous academic and experiential framework. Students must develop and perform applied research in a law related setting. Students must interact directly with legal professionals  under the supervision of program staff.  Students will synthesize their experience within the learning outcomes of the Justice and Legal Thought Program through an innovative final research project culminating in a poster presentation.,2,DSSP
CPMS101,"College Park Scholars: Media, Self & Society First-Year Colloquium II",Examination of the media's coverage of topical issues.,1,
CPMS230,"College Park Scholars: Media, Self & Society - Internship Practicum","Supervised internship project in an area related to media, self and society.",1,
CPMS240,"College Park Scholars: Media, Self & Society - Service-Learning Practicum","Supervised Service-Learning project in an area related to media, self and society.",1,
CPPL101,College Park Scholars: Public Leadership First-Year Colloquium II,"Continued examination of issues related to public leadership. Development of team, community-based learning project proposals.",1,
CPSA101,College Park Scholars: Arts First-Year Colloquium II,Introductory colloquium II: Arts workshops and Arts Festival.,1,
CPSA149,College Park Scholars: Arts Service-Learning Outreach,,2,
CPSA201,College Park Scholars: Arts Second-Year Colloquium II,Advanced colloquium II: Arts workshop and Arts Festival.,1,
CPSA240,College Park Scholars: Arts Service-Learning Practicum,Supervised Service-Learning project in an area related to the arts.,2,DSSP
CPSA250,College Park Scholars: Arts Research Practicum,Supervised research project in an area related to the arts.,2,DSSP
CPSA260,College Park Scholars: Arts Peer-Teaching Practicum,Supervised peer-teaching project in an area related to the arts.,2,DSSP
CPSF101,College Park Scholars: Life Sciences First-Year Colloquium lI,Further examination of issues related to the life sciences.,1,
CPSG101,College Park Scholars: Science & Global Change First-Year Colloquium II,Introductory colloquium II: Continued examination of issues related to science and global change.,1,
CPSG230,College Park Scholars: Science & Global Change - Internship Practicum,Supervised internship in an interest area related to science and global change.,1,
CPSG240,College Park Scholars: Science & Global Change - Service-Learning Practicum,Supervised Service-Learning experience in an interest area related to science and global change.,1,
CPSG250,College Park Scholars: Science & Global Change - Research Practicum,Supervised research experience in an interest area related to science and global change.,1,
CPSN101,College Park Scholars: International Studies First-Year Colloquium II,Introductory colloquium II: Continued examination of issues related to international studies.,1,DVCC
CPSN230,College Park Scholars: International Studies - Internship Practicum,Supervised internship project in an area related to international studies.,1,
CPSN240,College Park Scholars: International Studies - Service-Learning Practicum,Supervised Service-Learning project in an area related to international studies.,1,
CPSN250,College Park Scholars: International Studies - Research Practicum,Supervised research in an area related to international studies.,1,
CPSP110,Bridging Divides thru Intergroup Dialogue Across Disciplines,"Through deliberate reflections on the past and current patterns of exclusion and inclusion within your disciplinary field, you will develop skills for engaging in equitable and inclusive processes and practices that can transform your collaborations and approach to your discipline. This course engages students, from multiple social identity groups, in facilitated dialogue that focus on the tensions, similarities, and differences of experience that exist within, between, and/or across groups.",1,DVCC
CPSP210,Art-Tech Studio: Integrations of the Arts and Technology for Change Making,Students will investigate various cultures of the arts and technology through ethnographic study. We will work collaboratively to make meaning of the relationships among these cultures in the context of social justice for communities. We will learn arts techniques and each student will envision a fusion of the arts and technology to support a more just and equitable future for a community of interest.,3,DSSP|DVCC|SCIS
CPSP239A,Practicum: Internship,,1,
CPSP239I,Practicum: Internship,,1,
CPSP249I,Practicum: Service-Learning,,1,
CPSP259J,"Practicum: Research; Media, Self and Society","College Park Scholars-Media, Self and Society.",1,
CPSP279N,Practicum: Study Abroad,,1,
CPSP339P,Advanced Practicum: Internship,,1,DSSP
CPSP359G,Advanced Practicum: Research,,3,DSSP
CPSP359S,Advanced Practicum: Research,,3,DSSP
CPSP369E,Advanced Practicum: Peer Teaching,,1,
CPSS101,"College Park Scholars: Science, Technology & Society First-Year Colloquium II","Continued examination of issues related to science, technology and society.",1,
CPSS225,"College Park Scholars Capstone: Science, Technology, and Society",Exploration and understanding of ways science and technology shape and are shaped by society.,3,DSHS|SCIS
CPSS240,"College Park Scholars: Science, Technology & Society - Service-Learning Practicum","Supervised Service-Learning practicum in issues related to science, technology and society.",3,DSSP|SCIS
CPSS340,College Park Scholars: Infrastructure and Society,"One of the most important, and underappreciated, aspects of our society is its infrastructure (roads, buildings, communication systems, water delivery systems, sanitation systems, energy systems, etc.). We often take for granted the services infrastructure bring us. As a consequence, the United States, which at one time was a world leader in creating infrastructure, is experiencing an infrastructure crisis. Furthermore, not everyone experiences this issue equally. This course is designed to identify the root causes of the crisis. You will explore emerging social, political, legal, cultural, and social justice issues associated with the building and maintenance of infrastructure from the perspective of Science and Technology Studies (STS) and engineers. You will work with a volunteer corps of professional engineers from a variety of disciplines on a service-learning project designed to assess the safety and vitality of infrastructure.",3,DSSP
DANC109,Choreography I: Improvisation,Students must pay a $25.00 lab fee.,3,
DANC128,Fundamentals of Ballet,Students must pay a $25.00 lab fee.,2,
DANC138A,Global Dance Forms; Musical Theatre Jazz,Students must pay a $25 lab fee.,2,
DANC138C,Global Dance Forms; Pop Culture Dances & TikTok,,2,
DANC138G,Global Dance Forms; Improvisation in Dance,,2,
DANC138P,Global Dance Forms; Hip Hop: Bounce & Rock,,2,
DANC148,Fundamentals of Modern Dance,Students must pay a $25.00 lab fee.,2,
DANC149,Fundamentals of Modern Dance II,,2,
DANC158,Fundamentals of Jazz,Students must pay a $25 lab fee.,2,
DANC200,Introduction to Dance,"A study of dance as a form of communication and as an art form; a survey of the theories and styles of dance, and their relationships to other art forms.",3,DSSP
DANC207,Choreography II: The Creative Process,"Explorations in movement, music, words, objects, and environments through improvisation and choreographic problem solving.",3,
DANC218,Modern Dance I,Students must pay a $25 lab fee.,3,
DANC219,Modern Dance II,Students must pay a $25 lab fee.,3,
DANC228,Ballet I,Students must pay a $25 lab fee.,2,
DANC229,Ballet II,Students must pay a $25 lab fee.,2,
DANC258,Jazz I,,2,
DANC318,Modern Dance III,Students must pay $25 lab fee.,3,
DANC319,Modern Dance IV,Students must pay $25 lab fee.,3,
DANC328,Ballet III,Students must pay a $25.00 lab fee.,2,
DANC329,Ballet IV,Students must pay a $25.00 lab fee.,2,
DANC338C,Dance Techniques; Contact Improvisation/Partnering,,2,
DANC338P,Dance Techniques; Advanced Hip Hop: Street & Club Styles,Students must pay a $25 lab fee.,2,
DANC383,Dance History & Theory,"With a primary focus on Western concert dance from the 20th and 21st centuries, this course proposes an understanding of dance as it is situated in historical and cultural contexts.  Rather than proposing a canon of ""masterworks"", this course interrogates choreography and other dance practices from multiple perspectives such as feminist theories, race, gender, and sexuality studies.",3,
DANC398,Directed Studies in Dance,,1,
DANC399,"Practicum in Choreography, Production and Performance III",,1,
DANC418,Contemporary Modern,,2,
DANC448,Modern Dance V,Students must pay a $25.00 lab fee.,3,
DANC449,Modern Dance VI,Students must pay a $25.00 lab fee.,3,
DANC468,Dance Repertory,Students must pay a $25.00 lab fee.,3,
DANC485,Seminar in Dance,"Individual research leading to a presentation with written documentation of the process, serving as a culmination of undergraduate study for dance majors.",3,
DANC488,Project-Based Learning,Students must pay a $25 lab fee.,3,
DANC489C,Special Topics in Dance; Pedagogy as Performance,,3,
DANC489D,Special Topics in Dance; Screendance,,2,
DANC489G,Special Topics in Dance; Immersive Visual and Embodied Interfaces for Dance,"We will explore methods for quantifying dance's kinesthetic data using motion capture technologies and other physical sensors, before focusing on translating those data into immersive visual and embodied interfaces.The goal of which is to create new ways of archiving, understanding, andexperiencing dance. Throughout the course, we will thus ask importantepistemic and cultural questions about choreographic design's role in shaping alternative ways of knowing and experiencing dance via creative mediation. Choreographers and designers are encouraged to enroll. We will be using TouchDesigner and Arduino software where prior coding experience may be useful but not mandatory.",3,
DANC499,"Practicum in Choreography, Production and Performance IV",,1,
DANC608D,Graduate Choreography I: Creative Process; Dramaturgy,,3,
DANC611,Dance Technology and Media,"Project-based development of media and technological support for dance performance, archiving, and portfolio design, development and implementation.",1,
DANC628,Graduate Ballet,Students must pay a $25 lab fee,1,
DANC648,Advanced Modern Dance Technique I,Students must pay a $25 lab fee.,1,
DANC649,Advanced Modern Dance Technique II,Students must pay a $25 lab fee.,1,
DANC679,Graduate Dance Performance,,1,
